Timestamp,DateTime,Countdown,ValidLeftGaze,ValidRightGaze,X,Y,XPixels,YPixels,ValidLeftPupil,LeftPupilDiameter,ValidRightPupil,RightPupilDiameter,LeftGazeOriginInTrackBoxCoordinatesX,LeftGazeOriginInTrackBoxCoordinatesY,LeftGazeOriginInTrackBoxCoordinatesZ,LeftGazeOriginInUserCoordinatesX,LeftGazeOriginInUserCoordinatesY,LeftGazeOriginInUserCoordinatesZ,LeftGazePointInUserCoordinatesX,LeftGazePointInUserCoordinatesY,LeftGazePointInUserCoordinatesZ,LeftGazePointOnDisplayAreaX,LeftGazePointOnDisplayAreaY,LeftGazeRayScreenOriginX,LeftGazeRayScreenOriginY,LeftGazeRayScreenOriginZ,LeftGazeRayScreenDirectionX,LeftGazeRayScreenDirectionY,LeftGazeRayScreenDirectionZ,RightGazeOriginInTrackBoxCoordinatesX,RightGazeOriginInTrackBoxCoordinatesY,RightGazeOriginInTrackBoxCoordinatesZ,RightGazeOriginInUserCoordinatesX,RightGazeOriginInUserCoordinatesY,RightGazeOriginInUserCoordinatesZ,RightGazePointInUserCoordinatesX,RightGazePointInUserCoordinatesY,RightGazePointInUserCoordinatesZ,RightGazePointOnDisplayAreaX,RightGazePointOnDisplayAreaY,RightGazeRayScreenOriginX,RightGazeRayScreenOriginY,RightGazeRayScreenOriginZ,RightGazeRayScreenDirectionX,RightGazeRayScreenDirectionY,RightGazeRayScreenDirectionZ,PanelNameLooked
2024-06-10 05:44:11.805,2024-06-10 05:44:11.805,0,True,True,0.3067566,0.5752502,588.9727,458.7298,True,3.520523,True,3.725525,0.6776363,0.487923,0.1641647,-63.82007,4.253413,477.8203,-63.10788,87.06588,24.85236,0.3067566,0.5752502,-284.719,53.94396,25.65704,-0.367551,-0.08050653,0.9265123,0.5107618,0.4819322,0.1643501,-3.977099,6.460614,482.1154,-62.85852,92.50856,26.83333,0.3075027,0.5475232,-284.7186,53.95356,25.65704,-0.3670439,-0.05097207,0.928806,FPV
2024-06-10 05:44:11.846,2024-06-10 05:44:11.846,119.9637,True,True,0.3017039,0.5702032,579.2714,464.1805,True,3.501373,True,3.729111,0.677254,0.4877833,0.1644064,-63.70118,4.304774,477.9577,-64.79667,88.05659,25.21294,0.3017039,0.5702032,-284.7221,53.94571,25.65704,-0.3759789,-0.0748698,0.9235986,0.5103577,0.4819092,0.164574,-3.831696,6.470443,482.2284,-63.98434,92.49294,26.82765,0.3041342,0.5476027,-284.7206,53.95354,25.65704,-0.3725643,-0.05093605,0.9266075,FPV
2024-06-10 05:44:11.883,2024-06-10 05:44:11.883,119.9051,False,True,NaN,NaN,NaN,NaN,False,NaN,True,3.722672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5101171,0.4819156,0.1647745,-3.745346,6.469474,482.3293,-63.25198,92.48351,26.82423,0.3063255,0.5476508,-284.7193,53.95352,25.65704,-0.3689765,-0.05106407,0.928035,None
2024-06-10 05:44:11.921,2024-06-10 05:44:11.921,119.868,True,True,0.3000959,0.5666767,576.184,467.9891,True,3.494003,True,3.714615,0.6768212,0.4876961,0.1646871,-63.56704,4.337505,478.1169,-65.33411,88.74882,25.4649,0.3000959,0.5666767,-284.7231,53.94693,25.65704,-0.3786919,-0.0710448,0.922792,0.509895,0.4819713,0.1649193,-3.665471,6.450293,482.4026,-63.53112,92.03548,26.66114,0.3054903,0.5499332,-284.7198,53.95273,25.65704,-0.3702976,-0.05346885,0.927373,FPV
2024-06-10 05:44:11.955,2024-06-10 05:44:11.955,119.8295,True,True,0.3068004,0.5653217,589.0568,469.4525,True,3.47406,True,3.69574,0.6766252,0.4876504,0.1641337,-63.46142,4.351521,477.8516,-63.09322,89.01481,25.56167,0.3068004,0.5653217,-284.719,53.9474,25.65704,-0.3677707,-0.06994025,0.9272826,0.5096814,0.4819827,0.1644125,-3.586214,6.44277,482.1499,-62.29577,92.49673,26.82903,0.3091865,0.5475836,-284.7175,53.95354,25.65704,-0.36424,-0.05109594,0.9299023,FPV
2024-06-10 05:44:11.991,2024-06-10 05:44:11.991,119.795,True,True,0.2967993,0.5705982,569.8547,463.754,True,3.475937,True,3.695465,0.67652,0.4875528,0.165061,-63.48528,4.390801,478.3158,-66.43591,87.97905,25.18475,0.2967993,0.5705982,-284.7252,53.94557,25.65704,-0.3839108,-0.07502498,0.9203171,0.5096124,0.4819092,0.1652193,-3.564203,6.474785,482.553,-63.47742,92.0435,26.66406,0.3056509,0.5498924,-284.7197,53.95274,25.65704,-0.3700287,-0.05343251,0.9274825,FPV
2024-06-10 05:44:12.028,2024-06-10 05:44:12.028,119.7584,False,True,NaN,NaN,NaN,NaN,False,NaN,True,3.694717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5096658,0.481873,0.1663757,-3.587858,6.495674,483.1309,-63.81187,92.91732,26.98213,0.3046503,0.5454409,-284.7203,53.95429,25.65704,-0.3717548,-0.04864078,0.9270558,None
2024-06-10 05:44:12.063,2024-06-10 05:44:12.063,119.7225,True,True,0.3023821,0.5663323,580.5737,468.3611,True,3.477432,True,3.69574,0.6766989,0.4875601,0.1665244,-63.64479,4.394757,479.0327,-64.56995,88.81644,25.48948,0.3023821,0.5663323,-284.7217,53.94705,25.65704,-0.3749768,-0.07079642,0.9243269,0.5097691,0.4818618,0.1667502,-3.626743,6.50227,483.3177,-63.8121,93.09863,27.04807,0.3046497,0.5445173,-284.7203,53.95461,25.65704,-0.3717723,-0.04766003,0.9270997,FPV
2024-06-10 05:44:12.098,2024-06-10 05:44:12.098,119.6872,True,True,0.3086982,0.5736192,592.7006,460.4913,True,3.470169,True,3.703949,0.6767759,0.4875272,0.1652349,-63.58707,4.400673,478.39,-62.45896,87.38605,24.96889,0.3086982,0.5736192,-284.7178,53.94453,25.65704,-0.3643913,-0.07887859,0.9278994,0.5098318,0.4818235,0.1655933,-3.645097,6.508369,482.739,-64.5554,91.85656,26.59603,0.3024257,0.5508447,-284.7217,53.95242,25.65704,-0.3752914,-0.05432413,0.9253136,FPV
2024-06-10 05:44:12.134,2024-06-10 05:44:12.134,119.6525,False,True,NaN,NaN,NaN,NaN,False,NaN,True,3.68576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5098766,0.4818158,0.1642023,-3.656085,6.501767,482.0435,-62.79822,92.43909,26.80803,0.3076831,0.5478771,-284.7184,53.95344,25.65704,-0.3667163,-0.05135355,0.9289144,None
