Timestamp,DateTime,Countdown,ValidLeftGaze,ValidRightGaze,XPixels,YPixels,ValidLeftPupil,LeftPupilDiameter,ValidRightPupil,RightPupilDiameter,LeftGazeOriginInTrackBoxCoordinatesX,LeftGazeOriginInTrackBoxCoordinatesY,LeftGazeOriginInTrackBoxCoordinatesZ,LeftGazeOriginInUserCoordinatesX,LeftGazeOriginInUserCoordinatesY,LeftGazeOriginInUserCoordinatesZ,LeftGazePointInUserCoordinatesX,LeftGazePointInUserCoordinatesY,LeftGazePointInUserCoordinatesZ,LeftGazePointOnDisplayAreaX,LeftGazePointOnDisplayAreaY,LeftGazeRayScreenOriginX,LeftGazeRayScreenOriginY,LeftGazeRayScreenOriginZ,LeftGazeRayScreenDirectionX,LeftGazeRayScreenDirectionY,LeftGazeRayScreenDirectionZ,RightGazeOriginInTrackBoxCoordinatesX,RightGazeOriginInTrackBoxCoordinatesY,RightGazeOriginInTrackBoxCoordinatesZ,RightGazeOriginInUserCoordinatesX,RightGazeOriginInUserCoordinatesY,RightGazeOriginInUserCoordinatesZ,RightGazePointInUserCoordinatesX,RightGazePointInUserCoordinatesY,RightGazePointInUserCoordinatesZ,RightGazePointOnDisplayAreaX,RightGazePointOnDisplayAreaY,RightGazeRayScreenOriginX,RightGazeRayScreenOriginY,RightGazeRayScreenOriginZ,RightGazeRayScreenDirectionX,RightGazeRayScreenDirectionY,RightGazeRayScreenDirectionZ,PanelNameLooked
2024-07-08 03:42:23.879,2024-07-08 03:42:23.879,479.9711,False,True,798.0001,655.8564,False,NaN,True,3.983383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.468288,0.5356135,0.206854,11.89679,-13.53948,503.1042,-27.9924,123.1206,37.97522,0.4156251,0.3927255,-284.652,54.00719,25.65704,-0.1694234,0.1211536,0.9780683,None
2024-07-08 03:42:23.906,2024-07-08 03:42:23.906,479.9245,False,True,793.4351,650.7576,False,NaN,True,3.963257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4685974,0.5357411,0.2060798,11.77088,-13.57726,502.7188,-28.78857,122.1921,37.63724,0.4132475,0.3974467,-284.6534,54.00555,25.65704,-0.1741669,0.1157965,0.977884,None
2024-07-08 03:42:23.958,2024-07-08 03:42:23.958,479.8955,False,True,797.7189,653.1426,False,NaN,True,3.948547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4691428,0.5360498,0.2060048,11.56416,-13.69281,502.683,-28.04144,122.6264,37.79535,0.4154786,0.3952383,-284.6521,54.00632,25.65704,-0.1697426,0.1183529,0.9783558,None
2024-07-08 03:42:23.980,2024-07-08 03:42:23.980,479.8444,True,True,721.3364,735.1994,True,3.634308,True,3.96019,0.6283494,0.5345041,0.2065622,-48.35188,-13.05978,500.7828,-43.50973,145.9812,46.29581,0.3692857,0.2764857,-284.6805,54.04745,25.65704,-0.2514801,0.2418739,0.9371525,0.4697157,0.5357887,0.2065294,11.35396,-13.60156,502.9527,-39.21653,129.1566,40.17216,0.3821064,0.3620339,-284.6726,54.01782,25.65704,-0.2324486,0.1530157,0.9604966,FPV
2024-07-08 03:42:24.002,2024-07-08 03:42:24.002,479.8213,False,True,689.5654,720.5201,False,NaN,True,3.964127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4704496,0.535417,0.2066655,11.07848,-13.46324,503.0307,-46.90425,134.8958,42.26105,0.3591486,0.3328517,-284.6868,54.02793,25.65704,-0.2731246,0.182305,0.9445463,None
2024-07-08 03:42:24.024,2024-07-08 03:42:24.024,479.7985,False,True,680.3286,727.6213,False,NaN,True,3.964615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4706153,0.5353068,0.2071651,11.0214,-13.42835,503.2828,-48.51521,136.1889,42.73171,0.3543378,0.3262766,-284.6897,54.03021,25.65704,-0.2813344,0.1887372,0.9408662,None
2024-07-08 03:42:24.069,2024-07-08 03:42:24.069,479.7538,False,True,679.8492,725.7095,False,NaN,True,3.954376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4710657,0.5351586,0.2060643,10.83943,-13.35789,502.7379,-48.59882,135.8408,42.605,0.3540881,0.3280467,-284.6899,54.02959,25.65704,-0.2818863,0.186855,0.9410766,None
2024-07-08 03:42:24.113,2024-07-08 03:42:24.113,479.7093,False,True,683.3078,724.7941,False,NaN,True,3.966293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4712409,0.5348951,0.2054824,10.76713,-13.25081,502.4512,-47.99561,135.6741,42.54433,0.3558895,0.3288944,-284.6888,54.0293,25.65704,-0.2787289,0.1861495,0.9421564,None
2024-07-08 03:42:24.160,2024-07-08 03:42:24.160,479.666,False,True,840.3165,683.6116,False,NaN,True,3.970917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4705728,0.5345401,0.2042488,11.00568,-13.10076,501.8328,-20.61213,128.1748,39.81476,0.4376648,0.3670263,-284.6384,54.01609,25.65704,-0.1254834,0.1505631,0.9806043,None
2024-07-08 03:42:24.205,2024-07-08 03:42:24.205,479.6195,False,True,1007.153,649.1347,False,NaN,True,3.969818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4693891,0.5349007,0.2029197,11.4363,-13.21876,501.1551,8.485456,121.8966,37.52974,0.5245589,0.3989494,-284.5849,54.00503,25.65704,0.05000829,0.1157522,0.9920185,None
2024-07-08 03:42:24.231,2024-07-08 03:42:24.231,479.5965,False,True,997.9816,650.6141,False,NaN,True,3.968719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4692726,0.5349532,0.2032025,11.48336,-13.24223,501.2949,6.885866,122.166,37.62775,0.5197821,0.3975796,-284.5878,54.00551,25.65704,0.04030183,0.1173488,0.9922726,None
2024-07-08 03:42:24.259,2024-07-08 03:42:24.259,479.5705,True,True,1005.237,636.651,True,3.927429,True,3.973175,0.6276498,0.5335252,0.2034681,-47.94427,-12.65351,499.2778,9.444838,116.9302,35.72204,0.5274239,0.4242022,-284.5831,53.99628,25.65704,0.05599761,0.08705386,0.9946285,0.4690076,0.534957,0.2035871,11.58748,-13.24865,501.4848,6.857703,122.3164,37.68252,0.519698,0.3968145,-284.5879,54.00577,25.65704,0.04011416,0.1182157,0.9921774,FPV
2024-07-08 03:42:24.284,2024-07-08 03:42:24.284,479.5424,True,False,1004.489,644.1269,True,3.788773,False,NaN,0.6273779,0.5335487,0.2037441,-47.85638,-12.66607,499.4246,8.020813,120.9846,37.19781,0.5231714,0.4035862,-284.5857,54.00343,25.65704,0.0472279,0.1105207,0.9927511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,None
2024-07-08 03:42:24.314,2024-07-08 03:42:24.314,479.517,False,True,992.0295,654.2247,False,NaN,True,4.005783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.4683477,0.5351326,0.2054192,11.85743,-13.33889,502.3927,5.847795,122.8235,37.86707,0.516682,0.3942364,-284.5897,54.00666,25.65704,0.03396536,0.1211527,0.9920526,None
2024-07-08 03:42:24.340,2024-07-08 03:42:24.340,479.4881,True,False,1006.315,647.3994,True,3.834351,False,NaN,0.6267878,0.5336915,0.2053879,-47.71496,-12.74094,500.2621,8.339278,121.5806,37.41471,0.5241224,0.4005561,-284.5851,54.00448,25.65704,0.04914282,0.113942,0.9922712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,None
2024-07-08 03:42:24.367,2024-07-08 03:42:24.367,479.4613,True,True,1000.26,650.5959,True,3.857346,True,4.098358,0.6262452,0.5335803,0.2063129,-47.55677,-12.71136,500.7426,8.477256,121.8348,37.50723,0.5245344,0.3992634,-284.5849,54.00492,25.65704,0.0499493,0.115394,0.9920631,0.4673529,0.5353025,0.2063533,12.24386,-13.41517,502.8487,6.089155,122.4905,37.74587,0.5174028,0.3959295,-284.5893,54.00608,25.65704,0.03545479,0.1192367,0.9922326,FPV
2024-07-08 03:42:24.396,2024-07-08 03:42:24.396,479.4341,True,True,1002.463,645.2758,True,3.87236,True,4.120651,0.6261024,0.5334892,0.2069402,-47.53326,-12.68516,501.0607,8.419309,120.5472,37.03856,0.5243613,0.4058107,-284.585,54.00266,25.65704,0.0496599,0.1079855,0.9929114,0.4671881,0.5352576,0.2070375,12.31442,-13.40726,503.1895,6.915468,121.8406,37.50933,0.5198705,0.3992341,-284.5878,54.00494,25.65704,0.0404917,0.115481,0.992484,FPV
2024-07-08 03:42:24.422,2024-07-08 03:42:24.422,479.4052,True,True,999.8955,650.1553,True,3.922455,True,4.14827,0.6256186,0.5333154,0.2083125,-47.41748,-12.63743,501.7623,8.856923,121.455,37.36897,0.5256682,0.4011947,-284.5842,54.00425,25.65704,0.05228923,0.113199,0.9921954,0.4666534,0.5351681,0.2084026,12.53331,-13.39147,503.8676,5.582448,122.7098,37.82572,0.5158896,0.3948141,-284.5902,54.00647,25.65704,0.03236417,0.1205102,0.9921844,FPV
2024-07-08 03:42:24.450,2024-07-08 03:42:24.450,479.3802,True,True,999.448,649.0209,True,3.924286,True,4.182877,0.6253666,0.5332367,0.2080739,-47.31225,-12.60506,501.6531,8.217854,121.0505,37.22175,0.5237598,0.4032517,-284.5854,54.00354,25.65704,0.04840318,0.1108957,0.9926527,0.4663008,0.535171,0.2081781,12.66388,-13.3895,503.752,6.06542,122.7013,37.82257,0.5173319,0.3948577,-284.5893,54.00645,25.65704,0.0352966,0.120446,0.9920921,FPV
