Timestamp,DateTime,Countdown,RightStickX,RightStickY,LeftStickX,LeftStickY,DpadUp,DpadDown,SouthButton
2024-07-09 01:21:00.657,2024-07-09 01:21:00.657,299.9656,0,0,0,0,0,0,False
2024-07-09 01:21:00.683,2024-07-09 01:21:00.683,299.9236,0,0,0,0,0,0,False
2024-07-09 01:21:00.732,2024-07-09 01:21:00.732,299.8731,0,0,0,0,0,0,False
2024-07-09 01:21:00.798,2024-07-09 01:21:00.798,299.8079,0,0,0,0,0,0,False
2024-07-09 01:21:00.826,2024-07-09 01:21:00.826,299.7794,0,0,0,0,0,0,False
2024-07-09 01:21:00.848,2024-07-09 01:21:00.848,299.7568,0,0,0,0,0,0,False
2024-07-09 01:21:00.887,2024-07-09 01:21:00.887,299.719,0,0,0,0,0,0,False
2024-07-09 01:21:00.917,2024-07-09 01:21:00.917,299.6879,0,0,0,0,0,0,False
2024-07-09 01:21:00.952,2024-07-09 01:21:00.952,299.653,0,0,0,0,0,0,False
2024-07-09 01:21:00.974,2024-07-09 01:21:00.974,299.632,0,0,0,0,0,0,False
2024-07-09 01:21:00.995,2024-07-09 01:21:00.995,299.6104,0,0,0,0,0,0,False
2024-07-09 01:21:01.021,2024-07-09 01:21:01.021,299.5842,0,0,0,0,0,0,False
2024-07-09 01:21:01.055,2024-07-09 01:21:01.055,299.5496,0,0,0,0,0,0,False
2024-07-09 01:21:01.088,2024-07-09 01:21:01.088,299.5161,0,0,0,0,0,0,False
2024-07-09 01:21:01.126,2024-07-09 01:21:01.126,299.4799,0,0,0,0,0,0,False
2024-07-09 01:21:01.161,2024-07-09 01:21:01.161,299.4449,0,0,0,0,0,0,False
2024-07-09 01:21:01.196,2024-07-09 01:21:01.196,299.4096,0,0,0,0,0,0,False
2024-07-09 01:21:01.230,2024-07-09 01:21:01.230,299.3747,0,0,0,0,0,0,False
2024-07-09 01:21:01.265,2024-07-09 01:21:01.265,299.3407,0,0,0,0,0,0,False
2024-07-09 01:21:01.298,2024-07-09 01:21:01.298,299.3075,0,0,0,0,0,0,False
2024-07-09 01:21:01.335,2024-07-09 01:21:01.335,299.2701,0,0,0,0,0,0,False
2024-07-09 01:21:01.369,2024-07-09 01:21:01.369,299.2362,0,0,0,0,0,0,False
2024-07-09 01:21:01.404,2024-07-09 01:21:01.404,299.2007,0,0,0,0,0,0,False
2024-07-09 01:21:01.440,2024-07-09 01:21:01.440,299.1643,0,0,0,0,0,0,False
2024-07-09 01:21:01.474,2024-07-09 01:21:01.474,299.1319,0,0,0,0,0,0,False
2024-07-09 01:21:01.507,2024-07-09 01:21:01.507,299.0985,0,0,0,0,0,0,False
2024-07-09 01:21:01.543,2024-07-09 01:21:01.543,299.0623,0,0,0,0,0,0,False
2024-07-09 01:21:01.578,2024-07-09 01:21:01.578,299.0269,0,0,0,0,0,0,False
2024-07-09 01:21:01.614,2024-07-09 01:21:01.614,298.9918,0,0,0,0,0,0,False
2024-07-09 01:21:01.649,2024-07-09 01:21:01.649,298.9565,0,0,0,0,0,0,False
