Timestamp,DateTime,Countdown,RightStickX,RightStickY,LeftStickX,LeftStickY,DpadUp,DpadDown,SouthButton
2024-05-14 06:52:32.195,2024-05-14 06:52:32.195,22.56119,-0.7323231,0.5243046,0,0,0,1,False
2024-05-14 06:52:32.240,2024-05-14 06:52:32.240,22.51398,-0.6248375,0.6581956,0,0,0,1,False
2024-05-14 06:52:32.296,2024-05-14 06:52:32.296,22.45971,-0.5118983,0.8056527,0,0,0,1,False
2024-05-14 06:52:32.338,2024-05-14 06:52:32.338,22.41753,-0.4623762,0.8491375,0,0,0,0,False
2024-05-14 06:52:32.394,2024-05-14 06:52:32.394,22.36196,-0.3417248,0.9398,0,0,0,0,False
2024-05-14 06:52:32.436,2024-05-14 06:52:32.436,22.31801,-0.3044742,0.9525206,0,0,0,0,False
2024-05-14 06:52:32.499,2024-05-14 06:52:32.499,22.25764,-0.24986,0.9682819,0,0,0,0,False
2024-05-14 06:52:32.544,2024-05-14 06:52:32.544,22.21062,-0.1543645,0.988014,0,0,0,0,False
2024-05-14 06:52:32.584,2024-05-14 06:52:32.584,22.16991,-0.1543645,0.988014,0,0,0,0,False
2024-05-14 06:52:32.643,2024-05-14 06:52:32.643,22.11236,-0.04680909,0.9989039,0,0,0,0,False
2024-05-14 06:52:32.696,2024-05-14 06:52:32.696,22.05857,-0.007797123,0.9999696,0,0,0,0,False
2024-05-14 06:52:32.751,2024-05-14 06:52:32.751,22.0052,-0.007797123,0.9999696,0,0,0,0,False
2024-05-14 06:52:32.785,2024-05-14 06:52:32.785,21.96917,0.03121999,0.9995126,0,0,0,0,False
2024-05-14 06:52:32.847,2024-05-14 06:52:32.847,21.90837,0.06236406,0.9980534,0,0,0,0,False
2024-05-14 06:52:32.893,2024-05-14 06:52:32.893,21.86149,0.09332705,0.9956354,0,0,0,0,False
2024-05-14 06:52:32.939,2024-05-14 06:52:32.939,21.81602,0.09332705,0.9956354,0,0,0,0,False
2024-05-14 06:52:32.996,2024-05-14 06:52:32.996,21.76231,0.09332705,0.9956354,0,0,0,0,False
2024-05-14 06:52:33.037,2024-05-14 06:52:33.037,21.71745,0.09332705,0.9956354,0,0,0,0,False
2024-05-14 06:52:33.096,2024-05-14 06:52:33.096,21.65971,0.09332705,0.9956354,0,0,0,0,False
2024-05-14 06:52:33.141,2024-05-14 06:52:33.141,21.61262,0.1163778,0.9932051,0,0,0,0,False
2024-05-14 06:52:33.198,2024-05-14 06:52:33.198,21.55786,0.1163778,0.9932051,0,0,0,0,False
2024-05-14 06:52:33.249,2024-05-14 06:52:33.249,21.50684,0.1163778,0.9932051,0,0,0,0,False
2024-05-14 06:52:33.298,2024-05-14 06:52:33.298,21.45691,0.1163778,0.9932051,0,0,0,0,False
2024-05-14 06:52:33.340,2024-05-14 06:52:33.340,21.41409,0.1163778,0.9932051,0,0,0,0,False
2024-05-14 06:52:33.397,2024-05-14 06:52:33.397,21.35885,0.1163778,0.9932051,0,0,0,0,False
2024-05-14 06:52:33.447,2024-05-14 06:52:33.447,21.30943,0.1163778,0.9932051,0,0,0,0,False
2024-05-14 06:52:33.495,2024-05-14 06:52:33.495,21.25983,0.1163778,0.9932051,0,0,0,0,False
