Timestamp,DateTime,Countdown,ValidLeftGaze,ValidRightGaze,X,Y,XPixels,YPixels,ValidLeftPupil,LeftPupilDiameter,ValidRightPupil,RightPupilDiameter
2024-05-14 06:51:54.765,2024-05-14 06:51:54.765,0,True,True,0.4246868,0.7384129,815.3987,282.514,True,3.519653,True,3.586349
2024-05-14 06:51:54.808,2024-05-14 06:51:54.808,59.94264,True,True,0.4217029,0.7332241,809.6696,288.118,True,3.544327,True,3.604263
2024-05-14 06:51:54.881,2024-05-14 06:51:54.881,59.88128,True,True,0.4272767,0.7353015,820.3712,285.8744,True,3.54361,True,3.627213
2024-05-14 06:51:54.932,2024-05-14 06:51:54.932,59.81125,True,True,0.4251426,0.7338207,816.2738,287.4737,True,3.546677,True,3.648224
2024-05-14 06:51:54.971,2024-05-14 06:51:54.971,59.75869,True,True,0.4274785,0.7357304,820.7588,285.4112,True,3.56192,True,3.645874
2024-05-14 06:51:55.034,2024-05-14 06:51:55.034,59.71728,True,True,0.4296864,0.7417549,824.9979,278.9047,True,3.547089,True,3.667648
2024-05-14 06:51:55.101,2024-05-14 06:51:55.101,59.65496,True,True,0.4277881,0.730264,821.3531,291.3149,True,3.550446,True,3.637985
2024-05-14 06:51:55.162,2024-05-14 06:51:55.162,59.5899,True,True,0.3807269,0.5947385,730.9956,437.6824,True,3.583008,True,3.658417
2024-05-14 06:51:55.216,2024-05-14 06:51:55.216,59.52878,True,True,0.3604512,0.4953909,692.0662,544.9778,True,3.590118,True,3.660782
2024-05-14 06:51:55.275,2024-05-14 06:51:55.275,59.47441,True,True,0.3627786,0.4921884,696.535,548.4365,True,3.619186,True,3.683395
2024-05-14 06:51:55.334,2024-05-14 06:51:55.334,59.41621,True,True,0.3631516,0.4853433,697.2512,555.8292,True,3.644257,True,3.722763
2024-05-14 06:51:55.395,2024-05-14 06:51:55.395,59.35647,True,True,0.3605144,0.4907795,692.1877,549.9581,True,3.687592,True,3.75972
2024-05-14 06:51:55.451,2024-05-14 06:51:55.451,59.29686,True,True,0.4839473,0.6787357,929.1788,346.9654,True,3.705292,True,3.767975
