Timestamp,DateTime,RightStickX,RightStickY,LeftStickX,LeftStickY,DpadUp,DpadDown
2024-05-14 06:11:38.938,2024-05-14 06:11:38.938,0,0,0,0,0,0
2024-05-14 06:11:38.969,2024-05-14 06:11:38.969,0,0,0,0,0,0
2024-05-14 06:11:39.003,2024-05-14 06:11:39.003,0,0,0,0,0,0
2024-05-14 06:11:39.044,2024-05-14 06:11:39.044,0,0,0,0,0,0
2024-05-14 06:11:39.079,2024-05-14 06:11:39.079,0,0,0,0,0,0
2024-05-14 06:11:39.127,2024-05-14 06:11:39.127,0,0,0,0,0,0
2024-05-14 06:11:39.174,2024-05-14 06:11:39.174,0,0,0,0,0,0
2024-05-14 06:11:39.228,2024-05-14 06:11:39.228,0,0,0,0,0,0
2024-05-14 06:11:39.274,2024-05-14 06:11:39.274,0,0,0,0,0,0
2024-05-14 06:11:39.310,2024-05-14 06:11:39.310,0,0,0,0,0,0
2024-05-14 06:11:39.338,2024-05-14 06:11:39.338,0,0,0,0,0,0
2024-05-14 06:11:39.369,2024-05-14 06:11:39.369,0,0,0,0,0,0
2024-05-14 06:11:39.396,2024-05-14 06:11:39.396,0,0,0,0,0,0
2024-05-14 06:11:39.421,2024-05-14 06:11:39.421,0,0,0,0,0,0
2024-05-14 06:11:39.450,2024-05-14 06:11:39.450,0,0,0,0,0,0
2024-05-14 06:11:39.474,2024-05-14 06:11:39.474,0,0,0,0,0,0
2024-05-14 06:11:39.498,2024-05-14 06:11:39.498,0,0,0,0,0,0
2024-05-14 06:11:39.522,2024-05-14 06:11:39.522,0,0,0,0,0,0
2024-05-14 06:11:39.545,2024-05-14 06:11:39.545,0,0,0,0,0,0
2024-05-14 06:11:39.569,2024-05-14 06:11:39.569,0,0,0,0,0,0
2024-05-14 06:11:39.595,2024-05-14 06:11:39.595,0,0,0,0,0,0
2024-05-14 06:11:39.618,2024-05-14 06:11:39.618,0,0,0,0,0,0
2024-05-14 06:11:39.639,2024-05-14 06:11:39.639,0,0,0,0,0,0
2024-05-14 06:11:39.663,2024-05-14 06:11:39.663,0,0,0,0,0,0
2024-05-14 06:11:39.684,2024-05-14 06:11:39.684,0,0,0,0,0,0
2024-05-14 06:11:39.710,2024-05-14 06:11:39.710,0,0,0,0,0,0
2024-05-14 06:11:39.734,2024-05-14 06:11:39.734,0,0,0,0,0,0
2024-05-14 06:11:39.758,2024-05-14 06:11:39.758,0,0,0,0,0,0
2024-05-14 06:11:39.783,2024-05-14 06:11:39.783,0,0,0,0,0,0
2024-05-14 06:11:39.810,2024-05-14 06:11:39.810,0,0,0.01437164,0.08987365,0,0
2024-05-14 06:11:39.841,2024-05-14 06:11:39.841,0,0,0.01437164,0.08987365,0,0
2024-05-14 06:11:39.865,2024-05-14 06:11:39.865,0,0,0.01437164,0.08987365,0,0
2024-05-14 06:11:39.889,2024-05-14 06:11:39.889,0,0,0.01770607,0.1284404,0,0
2024-05-14 06:11:39.914,2024-05-14 06:11:39.914,0,0,0.06396705,0.2210277,0,0
2024-05-14 06:11:39.939,2024-05-14 06:11:39.939,0,0,0.09943815,0.2548535,0,0
2024-05-14 06:11:39.962,2024-05-14 06:11:39.962,0,0,0.06062276,0.2486137,0,0
2024-05-14 06:11:39.983,2024-05-14 06:11:39.983,0,0,0.02789424,0.2065089,0,0
2024-05-14 06:11:40.006,2024-05-14 06:11:40.006,0,0,0.02789424,0.2065089,0,0
2024-05-14 06:11:40.026,2024-05-14 06:11:40.026,0,0,0.025413,0.1678013,0,0
2024-05-14 06:11:40.049,2024-05-14 06:11:40.049,0,0,0.025413,0.1678013,0,0
2024-05-14 06:11:40.069,2024-05-14 06:11:40.069,0,0,0.02037108,0.1100548,0,0
2024-05-14 06:11:40.094,2024-05-14 06:11:40.094,0,0,0.02037108,0.1100548,0,0
2024-05-14 06:11:40.123,2024-05-14 06:11:40.123,0,0,0.02037108,0.1100548,0,0
2024-05-14 06:11:40.151,2024-05-14 06:11:40.151,0,0,0.02037108,0.1100548,0,0
2024-05-14 06:11:40.180,2024-05-14 06:11:40.180,0,0,0.02037108,0.1100548,0,0
2024-05-14 06:11:40.207,2024-05-14 06:11:40.207,0,0,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.229,2024-05-14 06:11:40.229,0,0,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.255,2024-05-14 06:11:40.255,0,0,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.288,2024-05-14 06:11:40.288,0,0,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.322,2024-05-14 06:11:40.322,0,0,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.358,2024-05-14 06:11:40.358,0,0,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.388,2024-05-14 06:11:40.388,0,0,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.418,2024-05-14 06:11:40.418,0,0,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.448,2024-05-14 06:11:40.448,-0.005293192,0.1856346,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.473,2024-05-14 06:11:40.473,0.02706646,0.3520491,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.499,2024-05-14 06:11:40.499,0.02987343,0.5081111,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.522,2024-05-14 06:11:40.522,0.02987343,0.5081111,0.03847517,0.1154589,0,0
2024-05-14 06:11:40.547,2024-05-14 06:11:40.547,0.03152647,0.6545092,0.05472346,0.1915802,0,0
2024-05-14 06:11:40.571,2024-05-14 06:11:40.571,0.03273924,0.8107079,0.05975118,0.2390631,0,0
2024-05-14 06:11:40.607,2024-05-14 06:11:40.607,0.03361527,0.9669273,0.05975118,0.2390631,0,0
2024-05-14 06:11:40.642,2024-05-14 06:11:40.642,0.1087132,0.9940732,0.05975118,0.2390631,0,0
2024-05-14 06:11:40.671,2024-05-14 06:11:40.671,0.1087132,0.9940732,0.05472346,0.1915802,0,0
2024-05-14 06:11:40.704,2024-05-14 06:11:40.704,0.1087132,0.9940732,0,0,0,0
2024-05-14 06:11:40.732,2024-05-14 06:11:40.732,0.1087132,0.9940732,0,0,0,0
2024-05-14 06:11:40.763,2024-05-14 06:11:40.763,0.1087132,0.9940732,0,0,0,0
2024-05-14 06:11:40.793,2024-05-14 06:11:40.793,0.1087132,0.9940732,0,0,0,0
2024-05-14 06:11:40.818,2024-05-14 06:11:40.818,0.1087132,0.9940732,0,0,0,0
2024-05-14 06:11:40.842,2024-05-14 06:11:40.842,0.1087132,0.9940732,0,0,0,0
2024-05-14 06:11:40.871,2024-05-14 06:11:40.871,0.1087132,0.9940732,0,0,0,0
2024-05-14 06:11:40.896,2024-05-14 06:11:40.896,0.1087132,0.9940732,0,0,0,0
2024-05-14 06:11:40.920,2024-05-14 06:11:40.920,0.1087132,0.9940732,0,0,0,0
2024-05-14 06:11:40.941,2024-05-14 06:11:40.941,0.1149181,0.993375,0,0,0,0
2024-05-14 06:11:40.965,2024-05-14 06:11:40.965,0.1181405,0.987471,0,0,0,0
2024-05-14 06:11:40.992,2024-05-14 06:11:40.992,0.1173243,0.938742,0,0,0,0
2024-05-14 06:11:41.023,2024-05-14 06:11:41.023,0.1173243,0.938742,0,0,0,0
2024-05-14 06:11:41.066,2024-05-14 06:11:41.066,0.1158594,0.8608059,0,0,0,1
2024-05-14 06:11:41.099,2024-05-14 06:11:41.099,0.1131989,0.743998,0,0,0,1
2024-05-14 06:11:41.123,2024-05-14 06:11:41.123,0.1024743,0.6464891,0,0,0,1
2024-05-14 06:11:41.144,2024-05-14 06:11:41.144,0.1015695,0.6173381,0,0,0,1
2024-05-14 06:11:41.167,2024-05-14 06:11:41.167,0.09954634,0.5590899,0,0,0,1
2024-05-14 06:11:41.189,2024-05-14 06:11:41.189,0.04464371,0.4986983,0,0,0,1
2024-05-14 06:11:41.211,2024-05-14 06:11:41.211,0.04376689,0.4597162,0,0,0,1
2024-05-14 06:11:41.239,2024-05-14 06:11:41.239,0.04067197,0.3526184,0,0,0,1
2024-05-14 06:11:41.266,2024-05-14 06:11:41.266,0.03920213,0.3137319,0,0,0,1
2024-05-14 06:11:41.291,2024-05-14 06:11:41.291,0.0374718,0.2748949,0,0,0,1
2024-05-14 06:11:41.320,2024-05-14 06:11:41.320,7.77167E-06,0.107445,0,0,0,1
2024-05-14 06:11:41.343,2024-05-14 06:11:41.343,7.77167E-06,0.107445,0,0,0,1
2024-05-14 06:11:41.365,2024-05-14 06:11:41.365,4.542879E-06,0.04885032,0,0,0,1
2024-05-14 06:11:41.388,2024-05-14 06:11:41.388,4.542879E-06,0.04885032,0,0,0,1
2024-05-14 06:11:41.412,2024-05-14 06:11:41.412,4.542879E-06,0.04885032,0,0,0,1
2024-05-14 06:11:41.439,2024-05-14 06:11:41.439,4.542879E-06,0.04885032,0,0,0,0
2024-05-14 06:11:41.471,2024-05-14 06:11:41.471,4.542879E-06,0.04885032,0,0,0,0
2024-05-14 06:11:41.501,2024-05-14 06:11:41.501,4.542879E-06,0.04885032,0,0,0,0
2024-05-14 06:11:41.526,2024-05-14 06:11:41.526,4.542879E-06,0.04885032,0,0,0,0
2024-05-14 06:11:41.559,2024-05-14 06:11:41.559,4.542879E-06,0.04885032,0,0,0,0
2024-05-14 06:11:41.584,2024-05-14 06:11:41.584,4.542879E-06,0.04885032,0,0,0,0
2024-05-14 06:11:41.615,2024-05-14 06:11:41.615,4.542879E-06,0.04885032,0,0,0,0
2024-05-14 06:11:41.647,2024-05-14 06:11:41.647,4.542879E-06,0.04885032,0,0,0,0
2024-05-14 06:11:41.671,2024-05-14 06:11:41.671,0.0375422,0.0751044,0,0,0,0
2024-05-14 06:11:41.693,2024-05-14 06:11:41.693,0.1442611,0.2043983,0,0,0,0
2024-05-14 06:11:41.723,2024-05-14 06:11:41.723,0.3191945,0.3192228,0,0,0,0
2024-05-14 06:11:41.750,2024-05-14 06:11:41.750,0.3191945,0.3192228,0,0,0,0
2024-05-14 06:11:41.774,2024-05-14 06:11:41.774,0.4303153,0.3842385,0,0,0,0
2024-05-14 06:11:41.804,2024-05-14 06:11:41.804,0.5598721,0.431929,0,0,0,0
2024-05-14 06:11:41.828,2024-05-14 06:11:41.828,0.6447687,0.4652403,0,0,0,0
2024-05-14 06:11:41.851,2024-05-14 06:11:41.851,0.7375589,0.4723957,0,0,0,0
2024-05-14 06:11:41.872,2024-05-14 06:11:41.872,0.7375589,0.4723957,0,0,0,0
2024-05-14 06:11:41.904,2024-05-14 06:11:41.904,0.7943714,0.485011,0,0,0,0
2024-05-14 06:11:41.931,2024-05-14 06:11:41.931,0.7943714,0.485011,0.2734655,0.006227539,0,0
2024-05-14 06:11:41.955,2024-05-14 06:11:41.955,0.7943714,0.485011,0.5989642,0.1244785,0,0
2024-05-14 06:11:41.984,2024-05-14 06:11:41.984,0.8753237,0.4835374,0.7975594,0.2384664,0,0
2024-05-14 06:11:42.019,2024-05-14 06:11:42.019,0.8753237,0.4835374,0.8974917,0.4410314,0,0
2024-05-14 06:11:42.060,2024-05-14 06:11:42.060,0.8753237,0.4835374,0.8595253,0.5110932,0,0
2024-05-14 06:11:42.091,2024-05-14 06:11:42.091,0.8862902,0.4631303,0.8414179,0.5403849,0,0
2024-05-14 06:11:42.116,2024-05-14 06:11:42.116,0.8862902,0.4631303,0.8414179,0.5403849,0,0
2024-05-14 06:11:42.137,2024-05-14 06:11:42.137,0.8862902,0.4631303,0.8414179,0.5403849,0,0
2024-05-14 06:11:42.160,2024-05-14 06:11:42.160,0.8862902,0.4631303,0.8414179,0.5403849,0,0
2024-05-14 06:11:42.182,2024-05-14 06:11:42.182,0.8862902,0.4631303,0.8414179,0.5403849,0,0
2024-05-14 06:11:42.205,2024-05-14 06:11:42.205,0.8862902,0.4631303,0.7943449,0.6074671,0,0
2024-05-14 06:11:42.233,2024-05-14 06:11:42.233,0.8862902,0.4631303,0.7943449,0.6074671,0,0
2024-05-14 06:11:42.260,2024-05-14 06:11:42.260,0.8862902,0.4631303,0.7943449,0.6074671,0,0
2024-05-14 06:11:42.285,2024-05-14 06:11:42.285,0.8862902,0.4631303,0.7880105,0.6156617,0,0
2024-05-14 06:11:42.310,2024-05-14 06:11:42.310,0.8862902,0.4631303,0.7880105,0.6156617,0,0
2024-05-14 06:11:42.337,2024-05-14 06:11:42.337,0.8862902,0.4631303,0.7880105,0.6156617,0,0
2024-05-14 06:11:42.364,2024-05-14 06:11:42.364,0.8862902,0.4631303,0.7880105,0.6156617,0,0
2024-05-14 06:11:42.391,2024-05-14 06:11:42.391,0.8862902,0.4631303,0.7654783,0.5972706,0,0
2024-05-14 06:11:42.415,2024-05-14 06:11:42.415,0.8763725,0.481634,0.7158853,0.5494291,0,0
2024-05-14 06:11:42.437,2024-05-14 06:11:42.437,0.8763725,0.481634,0.7158853,0.5494291,0,0
2024-05-14 06:11:42.461,2024-05-14 06:11:42.461,0.8763725,0.481634,0.6790563,0.5465868,0,0
2024-05-14 06:11:42.481,2024-05-14 06:11:42.481,0.8763725,0.481634,0.6333144,0.5428708,0,0
2024-05-14 06:11:42.504,2024-05-14 06:11:42.504,0.8763725,0.481634,0.5764804,0.5115548,0,0
2024-05-14 06:11:42.527,2024-05-14 06:11:42.527,0.8763725,0.481634,0.5764804,0.5115548,0,0
2024-05-14 06:11:42.555,2024-05-14 06:11:42.555,0.8763725,0.481634,0.5127688,0.4967756,0,0
2024-05-14 06:11:42.575,2024-05-14 06:11:42.575,0.8763725,0.481634,0.510112,0.4702894,0,0
2024-05-14 06:11:42.598,2024-05-14 06:11:42.598,0.8763725,0.481634,0.510112,0.4702894,0,0
2024-05-14 06:11:42.619,2024-05-14 06:11:42.619,0.8763725,0.481634,0.510112,0.4702894,0,0
2024-05-14 06:11:42.644,2024-05-14 06:11:42.644,0.8763725,0.481634,0.4975223,0.4343737,0,0
2024-05-14 06:11:42.672,2024-05-14 06:11:42.672,0.8763725,0.481634,0.4975223,0.4343737,0,0
2024-05-14 06:11:42.702,2024-05-14 06:11:42.702,0.8763725,0.481634,0.4975223,0.4343737,0,0
2024-05-14 06:11:42.730,2024-05-14 06:11:42.730,0.8763725,0.481634,0.4975223,0.4343737,0,0
2024-05-14 06:11:42.753,2024-05-14 06:11:42.753,0.8763725,0.481634,0.4975223,0.4343737,0,0
2024-05-14 06:11:42.775,2024-05-14 06:11:42.775,0.8763725,0.481634,0.4975223,0.4343737,0,0
2024-05-14 06:11:42.800,2024-05-14 06:11:42.800,0.8646625,0.5023532,0.4975223,0.4343737,0,0
2024-05-14 06:11:42.826,2024-05-14 06:11:42.826,0.8646625,0.5023532,0.4618735,0.4305896,0,0
2024-05-14 06:11:42.852,2024-05-14 06:11:42.852,0.8646625,0.5023532,0.4618735,0.4305896,0,0
2024-05-14 06:11:42.882,2024-05-14 06:11:42.882,0.8646625,0.5023532,0.4618735,0.4305896,0,0
2024-05-14 06:11:42.908,2024-05-14 06:11:42.908,0.8646625,0.5023532,0.4618735,0.4305896,0,0
2024-05-14 06:11:42.932,2024-05-14 06:11:42.932,0.8646625,0.5023532,0.4618735,0.4305896,0,0
2024-05-14 06:11:42.961,2024-05-14 06:11:42.961,0.8646625,0.5023532,0.4618735,0.4305896,0,0
2024-05-14 06:11:42.989,2024-05-14 06:11:42.989,0.8646625,0.5023532,0.4618735,0.4305896,0,0
2024-05-14 06:11:43.018,2024-05-14 06:11:43.018,0.8646625,0.5023532,0.4618735,0.4305896,0,0
2024-05-14 06:11:43.045,2024-05-14 06:11:43.045,0.7962524,0.5113047,0.4618735,0.4305896,0,0
2024-05-14 06:11:43.084,2024-05-14 06:11:43.084,0.6624864,0.4580423,0.4618735,0.4305896,0,0
2024-05-14 06:11:43.102,2024-05-14 06:11:43.102,0.4639201,0.3711632,0.4618735,0.4305896,0,0
2024-05-14 06:11:43.118,2024-05-14 06:11:43.118,0.2037196,0.2101111,0.4178695,0.4256383,0,0
2024-05-14 06:11:43.132,2024-05-14 06:11:43.132,0.2037196,0.2101111,0.4178695,0.4256383,0,0
2024-05-14 06:11:43.149,2024-05-14 06:11:43.149,0.07683314,0.09392571,0.4178695,0.4256383,0,0
2024-05-14 06:11:43.167,2024-05-14 06:11:43.167,0.01172818,0.03016986,0.3831688,0.4215171,0,0
2024-05-14 06:11:43.186,2024-05-14 06:11:43.186,0,0,0.3320711,0.4151221,0,0
2024-05-14 06:11:43.201,2024-05-14 06:11:43.201,0,0,0.2777293,0.3727753,0,0
2024-05-14 06:11:43.218,2024-05-14 06:11:43.218,0,0,0.274101,0.3462647,0,0
2024-05-14 06:11:43.234,2024-05-14 06:11:43.234,0,0,0.274101,0.3462647,0,0
2024-05-14 06:11:43.252,2024-05-14 06:11:43.252,0,0,0.2198069,0.253139,0,0
2024-05-14 06:11:43.271,2024-05-14 06:11:43.271,0,0,0.0978064,0.1441606,0,0
2024-05-14 06:11:43.289,2024-05-14 06:11:43.289,0,0,0,0,0,0
2024-05-14 06:11:43.308,2024-05-14 06:11:43.308,0,0,0,0,0,0
2024-05-14 06:11:43.326,2024-05-14 06:11:43.326,0,0,0,0,0,0
2024-05-14 06:11:43.341,2024-05-14 06:11:43.341,0,0,0,0,0,0
2024-05-14 06:11:43.359,2024-05-14 06:11:43.359,0,0,0,0,0,0
2024-05-14 06:11:43.373,2024-05-14 06:11:43.373,0,0,0,0,0,0
2024-05-14 06:11:43.395,2024-05-14 06:11:43.395,0.003172936,0.03017546,0,0,0,0
2024-05-14 06:11:43.412,2024-05-14 06:11:43.412,0.05253008,0.09700107,0,0,0,0
2024-05-14 06:11:43.429,2024-05-14 06:11:43.429,0.06482109,0.1496193,0,0,0,0
2024-05-14 06:11:43.451,2024-05-14 06:11:43.451,0.06482109,0.1496193,0,0,0,0
2024-05-14 06:11:43.469,2024-05-14 06:11:43.469,0.1086343,0.1629779,0,0,0,0
2024-05-14 06:11:43.486,2024-05-14 06:11:43.486,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.506,2024-05-14 06:11:43.506,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.523,2024-05-14 06:11:43.523,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.546,2024-05-14 06:11:43.546,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.564,2024-05-14 06:11:43.564,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.585,2024-05-14 06:11:43.585,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.600,2024-05-14 06:11:43.600,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.620,2024-05-14 06:11:43.620,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.641,2024-05-14 06:11:43.641,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.659,2024-05-14 06:11:43.659,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.680,2024-05-14 06:11:43.680,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.698,2024-05-14 06:11:43.698,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.715,2024-05-14 06:11:43.715,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.731,2024-05-14 06:11:43.731,0.1160836,0.1973728,0,0,0,0
2024-05-14 06:11:43.753,2024-05-14 06:11:43.753,-0.01154212,0.0365657,0,0,0,0
2024-05-14 06:11:43.771,2024-05-14 06:11:43.771,-0.02488277,0.04729137,0,0,0,0
2024-05-14 06:11:43.792,2024-05-14 06:11:43.792,-0.04402897,0.05976808,0,0,0,0
2024-05-14 06:11:43.811,2024-05-14 06:11:43.811,-0.04402897,0.05976808,0,0,0,0
2024-05-14 06:11:43.826,2024-05-14 06:11:43.826,-0.07792486,0.08204261,0,0,0,0
2024-05-14 06:11:43.845,2024-05-14 06:11:43.845,-0.155369,0.1912494,0,0,0,0
2024-05-14 06:11:43.865,2024-05-14 06:11:43.865,-0.3258142,0.4319277,0,0,0,0
2024-05-14 06:11:43.885,2024-05-14 06:11:43.885,-0.3828974,0.5823624,0,0,0,0
2024-05-14 06:11:43.905,2024-05-14 06:11:43.905,-0.4037936,0.7417073,0,0,0,0
2024-05-14 06:11:43.924,2024-05-14 06:11:43.924,-0.4037936,0.7417073,0,0,0,0
2024-05-14 06:11:43.941,2024-05-14 06:11:43.941,-0.4113832,0.864795,0,0,0,0
2024-05-14 06:11:43.961,2024-05-14 06:11:43.961,-0.4038237,0.9148368,0,0,0,0
2024-05-14 06:11:43.984,2024-05-14 06:11:43.984,-0.3740581,0.9274052,0,0,0,0
2024-05-14 06:11:44.006,2024-05-14 06:11:44.006,-0.3740581,0.9274052,0,0,0,0
2024-05-14 06:11:44.026,2024-05-14 06:11:44.026,-0.3740581,0.9274052,0,0,0,0
2024-05-14 06:11:44.045,2024-05-14 06:11:44.045,-0.3740581,0.9274052,0,0,0,0
2024-05-14 06:11:44.066,2024-05-14 06:11:44.066,-0.3673261,0.9300922,0.02843514,0.2162026,0,0
2024-05-14 06:11:44.085,2024-05-14 06:11:44.085,-0.3115324,0.9502355,0.04303363,0.4304904,0,0
2024-05-14 06:11:44.105,2024-05-14 06:11:44.105,-0.3115324,0.9502355,0.04303363,0.4304904,0,0
2024-05-14 06:11:44.128,2024-05-14 06:11:44.128,-0.3115324,0.9502355,0.0462826,0.5864522,0,0
2024-05-14 06:11:44.151,2024-05-14 06:11:44.151,-0.3115324,0.9502355,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.173,2024-05-14 06:11:44.173,-0.2808806,0.9597428,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.195,2024-05-14 06:11:44.195,-0.2406904,0.9706019,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.220,2024-05-14 06:11:44.220,-0.2185655,0.9758222,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.251,2024-05-14 06:11:44.251,-0.2185655,0.9758222,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.280,2024-05-14 06:11:44.280,-0.2185655,0.9758222,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.305,2024-05-14 06:11:44.305,-0.2185655,0.9758222,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.329,2024-05-14 06:11:44.329,-0.1946013,0.9808824,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.351,2024-05-14 06:11:44.351,-0.1946013,0.9808824,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.373,2024-05-14 06:11:44.373,-0.1946013,0.9808824,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.395,2024-05-14 06:11:44.395,-0.1946013,0.9808824,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.424,2024-05-14 06:11:44.424,-0.1946013,0.9808824,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.444,2024-05-14 06:11:44.444,-0.1946013,0.9808824,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.467,2024-05-14 06:11:44.467,-0.1946013,0.9808824,0.04770461,0.6840042,0,0
2024-05-14 06:11:44.496,2024-05-14 06:11:44.496,-0.1946013,0.9808824,0.04644128,0.5962056,0,0
2024-05-14 06:11:44.525,2024-05-14 06:11:44.525,-0.1946013,0.9808824,0.04560426,0.5474441,0,0
2024-05-14 06:11:44.551,2024-05-14 06:11:44.551,-0.1946013,0.9808824,0.04504445,0.5181945,0,0
2024-05-14 06:11:44.580,2024-05-14 06:11:44.580,-0.1946013,0.9808824,0.04421861,0.4792054,0,0
2024-05-14 06:11:44.604,2024-05-14 06:11:44.604,-0.1946013,0.9808824,0.04421861,0.4792054,0,0
2024-05-14 06:11:44.631,2024-05-14 06:11:44.631,-0.1946013,0.9808824,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.661,2024-05-14 06:11:44.661,-0.1946013,0.9808824,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.685,2024-05-14 06:11:44.685,-0.1946013,0.9808824,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.711,2024-05-14 06:11:44.711,-0.1946013,0.9808824,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.737,2024-05-14 06:11:44.737,-0.1946013,0.9808824,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.759,2024-05-14 06:11:44.759,-0.1946013,0.9808824,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.784,2024-05-14 06:11:44.784,-0.1946013,0.9808824,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.811,2024-05-14 06:11:44.811,-0.1946013,0.9808824,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.836,2024-05-14 06:11:44.836,-0.1946013,0.9808824,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.857,2024-05-14 06:11:44.857,-0.2007284,0.9796469,0.04353024,0.4499731,0,0
2024-05-14 06:11:44.877,2024-05-14 06:11:44.877,-0.2007284,0.9796469,-0.007231866,0.4492673,0,0
2024-05-14 06:11:44.900,2024-05-14 06:11:44.900,-0.2007284,0.9796469,-0.007231866,0.4492673,0,0
2024-05-14 06:11:44.923,2024-05-14 06:11:44.923,-0.2106609,0.9775592,-0.007231866,0.4492673,0,0
2024-05-14 06:11:44.946,2024-05-14 06:11:44.946,-0.2076088,0.8637365,-0.007231866,0.4492673,0,0
2024-05-14 06:11:44.968,2024-05-14 06:11:44.968,-0.2496511,0.8655299,-0.03625504,0.4497523,0,0
