ParticipantID,StrategyUsed,EnvironmentUsed,LeftStickUsageDuration,RightStickUsageDuration,DPadUpUsageDuration,DPadDownUsageDuration,SouthButtonPressed,TotalCollisions,TotalTimeInCollision,BodyFounded,DoubleWarningPhotoAttempts,TotalSquaresVisited,FPV,TPV,FPVAR,MAP
00,Interface1,Environment1,0,0,0,0,0,7,4.336548,0,0,41,0,0,0,0
