Timestamp,DateTime,Countdown,ValidLeftGaze,ValidRightGaze,XPixels,YPixels,ValidLeftPupil,LeftPupilDiameter,ValidRightPupil,RightPupilDiameter,LeftGazeOriginInTrackBoxCoordinatesX,LeftGazeOriginInTrackBoxCoordinatesY,LeftGazeOriginInTrackBoxCoordinatesZ,LeftGazeOriginInUserCoordinatesX,LeftGazeOriginInUserCoordinatesY,LeftGazeOriginInUserCoordinatesZ,LeftGazePointInUserCoordinatesX,LeftGazePointInUserCoordinatesY,LeftGazePointInUserCoordinatesZ,LeftGazePointOnDisplayAreaX,LeftGazePointOnDisplayAreaY,LeftGazeRayScreenOriginX,LeftGazeRayScreenOriginY,LeftGazeRayScreenOriginZ,LeftGazeRayScreenDirectionX,LeftGazeRayScreenDirectionY,LeftGazeRayScreenDirectionZ,RightGazeOriginInTrackBoxCoordinatesX,RightGazeOriginInTrackBoxCoordinatesY,RightGazeOriginInTrackBoxCoordinatesZ,RightGazeOriginInUserCoordinatesX,RightGazeOriginInUserCoordinatesY,RightGazeOriginInUserCoordinatesZ,RightGazePointInUserCoordinatesX,RightGazePointInUserCoordinatesY,RightGazePointInUserCoordinatesZ,RightGazePointOnDisplayAreaX,RightGazePointOnDisplayAreaY,RightGazeRayScreenOriginX,RightGazeRayScreenOriginY,RightGazeRayScreenOriginZ,RightGazeRayScreenDirectionX,RightGazeRayScreenDirectionY,RightGazeRayScreenDirectionZ,PanelNameLooked
2024-07-08 06:27:50.611,2024-07-08 06:27:50.611,0,True,True,540.5356,618.8492,True,3.943314,True,4.271835,0.7196308,0.4525806,0.1539292,-77.64809,16.66877,470.3065,-71.90563,115.1652,35.07969,0.2844869,0.4331767,-284.7327,53.99318,25.65704,-0.4035876,0.07039031,0.9122293,0.5503957,0.4631409,0.1537481,-18.10733,13.10534,476.3499,-73.88668,117.598,35.96513,0.278571,0.4208064,-284.7364,53.99746,25.65704,-0.4123917,0.08296122,0.9072214,FPVAR
2024-07-08 06:27:50.652,2024-07-08 06:27:50.652,299.97,True,True,538.6364,621.5969,True,3.942535,True,4.275726,0.7196983,0.4523776,0.15329,-77.61885,16.729,469.985,-72.02041,116.0409,35.3984,0.2841442,0.4287238,-284.7329,53.99472,25.65704,-0.403986,0.0750362,0.9116824,0.5505168,0.4629082,0.1530243,-18.13673,13.17848,475.9845,-74.43443,117.723,36.01065,0.2769353,0.420171,-284.7374,53.99768,25.65704,-0.4148901,0.08351582,0.9060305,FPVAR
2024-07-08 06:27:50.684,2024-07-08 06:27:50.684,299.916,False,True,541.4491,624.3457,False,NaN,True,4.281158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.550868,0.4624565,0.1529992,-18.26142,13.33932,475.9626,-72.73685,117.3825,35.88674,0.2820047,0.4219021,-284.7343,53.99708,25.65704,-0.4071014,0.08203497,0.9096915,None
2024-07-08 06:27:50.746,2024-07-08 06:27:50.746,299.882,False,True,573.3855,624.8687,False,NaN,True,4.299713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5520239,0.4610152,0.1516852,-18.64763,13.83449,475.2758,-67.16689,117.4778,35.9214,0.2986383,0.4214178,-284.724,53.99725,25.65704,-0.3806786,0.0835609,0.9209241,None
2024-07-08 06:27:50.791,2024-07-08 06:27:50.791,299.8206,False,True,703.5544,611.5526,False,NaN,True,4.358414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5535464,0.4596855,0.156183,-19.28027,14.37563,477.4862,-44.46442,115.0529,35.03881,0.3664346,0.4337476,-284.6823,53.99298,25.65704,-0.2637001,0.07357676,0.9617946,None
2024-07-08 06:27:50.815,2024-07-08 06:27:50.815,299.7756,True,True,723.652,602.826,True,4.028366,True,4.408524,0.7250474,0.4507038,0.1568008,-79.74401,17.37143,471.3874,-37.51584,112.8077,34.22165,0.3871852,0.4451637,-284.6695,53.98902,25.65704,-0.2252035,0.0615659,0.9723647,0.5553915,0.4596589,0.1566543,-19.95055,14.39143,477.6942,-44.40276,114.1199,34.69922,0.3666189,0.4384918,-284.6822,53.99133,25.65704,-0.2634715,0.06833993,0.9622434,FPVAR
2024-07-08 06:27:50.839,2024-07-08 06:27:50.839,299.7513,False,True,707.1445,609.2247,False,NaN,True,4.425079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5564591,0.4597852,0.1570886,-20.34214,14.35217,477.8963,-43.83832,114.629,34.88451,0.3683044,0.4359031,-284.6811,53.99223,25.65704,-0.2603256,0.07126533,0.9628873,None
2024-07-08 06:27:50.864,2024-07-08 06:27:50.864,299.7272,True,True,724.876,605.698,True,4.065247,True,4.443039,0.7279457,0.4521813,0.1579155,-80.83819,16.86262,471.7853,-38.9669,111.7713,33.8444,0.3828519,0.4504337,-284.6721,53.9872,25.65704,-0.2334558,0.05556246,0.9707787,0.5579136,0.459996,0.1576286,-20.87503,14.28398,478.1457,-42.52468,116.2023,35.45715,0.3722273,0.4279033,-284.6787,53.995,25.65704,-0.2529019,0.08026735,0.9641566,FPVAR
2024-07-08 06:27:50.889,2024-07-08 06:27:50.889,299.7026,False,True,710.3141,614.2332,False,NaN,True,4.461075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.558358,0.459938,0.1570029,-21.02052,14.29523,477.8257,-43.28551,115.541,35.2165,0.3699552,0.4312656,-284.6801,53.99384,25.65704,-0.2571844,0.07645774,0.963333,None
2024-07-08 06:27:50.913,2024-07-08 06:27:50.913,299.6769,True,True,726.8323,606.662,True,4.11261,True,4.489624,0.7285261,0.4533271,0.1559785,-80.87643,16.42269,470.811,-38.21886,111.5978,33.78125,0.3850858,0.4513158,-284.6708,53.98689,25.65704,-0.2292606,0.05462939,0.9718308,0.557965,0.4603677,0.1556298,-20.85003,14.12107,477.1508,-42.59036,116.7268,35.64805,0.3720312,0.4252361,-284.6788,53.99593,25.65704,-0.2531981,0.08320355,0.9638298,FPVAR
