Timestamp,DateTime,Countdown,ValidLeftGaze,ValidRightGaze,XPixels,YPixels,ValidLeftPupil,LeftPupilDiameter,ValidRightPupil,RightPupilDiameter,LeftGazeOriginInTrackBoxCoordinatesX,LeftGazeOriginInTrackBoxCoordinatesY,LeftGazeOriginInTrackBoxCoordinatesZ,LeftGazeOriginInUserCoordinatesX,LeftGazeOriginInUserCoordinatesY,LeftGazeOriginInUserCoordinatesZ,LeftGazePointInUserCoordinatesX,LeftGazePointInUserCoordinatesY,LeftGazePointInUserCoordinatesZ,LeftGazePointOnDisplayAreaX,LeftGazePointOnDisplayAreaY,LeftGazeRayScreenOriginX,LeftGazeRayScreenOriginY,LeftGazeRayScreenOriginZ,LeftGazeRayScreenDirectionX,LeftGazeRayScreenDirectionY,LeftGazeRayScreenDirectionZ,RightGazeOriginInTrackBoxCoordinatesX,RightGazeOriginInTrackBoxCoordinatesY,RightGazeOriginInTrackBoxCoordinatesZ,RightGazeOriginInUserCoordinatesX,RightGazeOriginInUserCoordinatesY,RightGazeOriginInUserCoordinatesZ,RightGazePointInUserCoordinatesX,RightGazePointInUserCoordinatesY,RightGazePointInUserCoordinatesZ,RightGazePointOnDisplayAreaX,RightGazePointOnDisplayAreaY,RightGazeRayScreenOriginX,RightGazeRayScreenOriginY,RightGazeRayScreenOriginZ,RightGazeRayScreenDirectionX,RightGazeRayScreenDirectionY,RightGazeRayScreenDirectionZ,PanelNameLooked
2024-07-08 08:16:31.629,2024-07-08 08:16:31.629,0,True,True,889.8646,630.4705,True,4.623627,True,4.661896,0.7011809,0.3553431,0.1785093,-72.74857,52.17043,480.9948,-11.86182,117.2441,35.83634,0.4637959,0.422606,-284.6223,53.99684,25.65704,-0.07381841,0.08877239,0.9933128,0.5347509,0.3663753,0.177202,-12.76442,48.68711,486.0016,-12.07932,119.7516,36.74896,0.4631463,0.4098561,-284.6227,54.00126,25.65704,-0.07503974,0.1032361,0.9918222,FPVAR
2024-07-08 08:16:31.675,2024-07-08 08:16:31.675,299.9646,True,True,870.1053,667.9742,True,4.637863,True,4.675827,0.7008526,0.3552347,0.1768849,-72.51138,52.12433,480.2095,-15.11354,125.3195,38.77555,0.4540852,0.3815445,-284.6283,54.01106,25.65704,-0.09299885,0.1349303,0.9864812,0.5342813,0.3665732,0.1755209,-12.57165,48.53242,485.1771,-15.71986,125.3349,38.78116,0.4522745,0.3814662,-284.6294,54.01109,25.65704,-0.09660652,0.1349722,0.9861286,FPVAR
2024-07-08 08:16:31.712,2024-07-08 08:16:31.712,299.9048,True,True,862.3033,682.8299,True,4.634735,True,4.643036,0.7001984,0.3557062,0.1770052,-72.29224,51.96635,480.3209,-16.87428,128.3157,39.86612,0.4488271,0.3663096,-284.6315,54.01634,25.65704,-0.1032613,0.1517498,0.9830102,0.5338196,0.3671565,0.1755946,-12.40501,48.32604,485.239,-16.68061,127.7492,39.65986,0.4494055,0.3691905,-284.6312,54.01534,25.65704,-0.1021527,0.1485707,0.9836115,FPVAR
2024-07-08 08:16:31.746,2024-07-08 08:16:31.746,299.8665,False,True,867.6271,678.735,False,NaN,True,4.65097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5336438,0.3670766,0.1761754,-12.34825,48.38382,485.5266,-15.84893,127.2868,39.49159,0.4518891,0.3715416,-284.6296,54.01453,25.65704,-0.09722874,0.1460296,0.9844908,None
2024-07-08 08:16:31.783,2024-07-08 08:16:31.783,299.8324,True,True,862.8665,678.8745,True,4.640457,True,4.651276,0.7000685,0.3548402,0.1779081,-72.3082,52.32421,480.7388,-16.36856,126.9624,39.37353,0.4503374,0.3731908,-284.6306,54.01395,25.65704,-0.1003784,0.1441464,0.9844521,0.5338163,0.3667379,0.1765526,-12.41557,48.52468,485.7005,-16.9899,127.6619,39.62811,0.4484819,0.3696342,-284.6317,54.01519,25.65704,-0.1040031,0.1480507,0.983496,FPVAR
2024-07-08 08:16:31.834,2024-07-08 08:16:31.834,299.7947,False,True,852.4445,678.0093,False,NaN,True,4.641907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5354334,0.3663646,0.1770873,-13.01176,48.68459,485.9376,-18.4969,127.1546,39.44347,0.4439815,0.3722136,-284.6345,54.01429,25.65704,-0.1130346,0.1450361,0.9829485,None
2024-07-08 08:16:31.872,2024-07-08 08:16:31.872,299.7439,True,True,858.2441,675.7507,True,4.635193,True,4.653244,0.7023337,0.3554593,0.1793133,-73.21645,52.16514,481.3333,-17.65615,127.0859,39.41845,0.4464922,0.3725631,-284.633,54.01417,25.65704,-0.1080306,0.1447279,0.9835564,0.5362161,0.3670532,0.1778289,-13.30795,48.4718,486.3237,-17.31465,126.4008,39.16911,0.447512,0.3760466,-284.6323,54.01297,25.65704,-0.1060741,0.1408839,0.9843272,FPVAR
2024-07-08 08:16:31.907,2024-07-08 08:16:31.907,299.7063,True,True,853.6675,672.9429,True,4.619995,True,4.654251,0.7028652,0.3573794,0.1793726,-73.41972,51.47893,481.4064,-17.10964,126.6308,39.25282,0.4481243,0.3748769,-284.632,54.01337,25.65704,-0.1048071,0.142205,0.984273,0.5367097,0.368569,0.1779562,-13.49132,47.92933,486.4364,-19.45753,125.8332,38.96254,0.4411127,0.3789325,-284.6363,54.01197,25.65704,-0.1188717,0.1374651,0.9833478,FPVAR
2024-07-08 08:16:31.946,2024-07-08 08:16:31.946,299.6716,False,True,853.9232,674.1526,False,NaN,True,4.635696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5368348,0.3698281,0.178372,-13.54399,47.49379,486.6866,-18.23901,126.4523,39.18785,0.4447517,0.3757846,-284.634,54.01306,25.65704,-0.1115583,0.141093,0.9836907,None
2024-07-08 08:16:31.995,2024-07-08 08:16:31.995,299.6329,False,True,878.047,616.0757,False,NaN,True,4.613953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.5363677,0.370647,0.179918,-13.39535,47.27232,487.4892,-14.03164,115.8766,35.3386,0.4573161,0.4295595,-284.6263,53.99443,25.65704,-0.08700028,0.0807614,0.9929293,None
